 Name,NumRows, NumCols, MinNNZperRow, RowVariance, ColVariance, DiagVariance, Nonzeros, FrobeniusNorm, SymmetricFrobeniusNorm, AntiSymmetricFrobeniusNorm, OneNorm, InfinityNorm, SymmetricInfinityNorm, AntiSymmetricInfinityNorm, MaxNNZperRow, Trace, AbsTrace, MinNNZperRow, AvgNNZperRow, DummyRows, DummyRowsKind, NumericValueSymmetry1, NNZPatternSymmetry1, NumericValueSymmetry2, NNZPatternSymmetry2, RowDiagDominance, ColDiagDominancy, DiagAverage, DiagSign, DiagNNZ, LowerBW, UpperBW, RowLogValSpread, ColLogValSpread, Symmetric
 oscil_dcop_03.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,27005.4,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997284,0.994568,0,0,30362.8,1,366,329,202,36.0969,36.0969,0
 oscil_dcop_02.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,31064.5,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.996513,0.993026,0,0,30364.4,1,366,329,202,36.0969,36.0969,0
 ASIC_100k.petsc,99340,99340,1,2.01E+07,2.01E+07,1.21E+08,940621,4.90E+06,4.90E+06,0.00857958,2.00E+06,2.00E+06,2.00E+06,0.669354,92258,1.20E+07,1.20E+07,1,9,0,0,0,0,1,1,0,0,120.98,1,99265,99106,99106,14.9146,14.9146,0
 fpga_dcop_22.petsc,1220,1220,1,0.00574993,0.00574995,0.0684776,5892,18.8085,18.8085,0.000743152,5.72744,5.72727,5.72735,0.000581848,36,314.537,314.537,1,4,0,0,0,0,0.999996,0.999993,0,0,0.257817,1,1136,864,864,253.955,253.955,0
 oscil_dcop_01.petsc,430,430,1,4.66E+09,4.66E+09,1.92E+10,1544,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,1,3,4,0,0,0,0.997545,0.99509,0,0,30362.2,1,366,329,202,36.0969,36.0969,0
 hvdc2.petsc,189860,189860,1,874623,874623,3.27E+06,1339638,1.01E+06,975325,257432,653552,653542,653540,163385,60,-6.47E+07,6.86E+07,1,7,1,1,0,0,0.919391,0.838781,0,0,361.324,3,189744,37671,37671,12.7357,12.7357,0
 hvdc1.petsc,24842,24842,1,2.78E+06,2.78E+06,8.70E+07,158426,1.95E+06,1.95E+06,65895.7,429330,429330,429330,20284.6,180,-2.91E+07,2.96E+07,1,6,0,0,0,0,0.971428,0.942857,0,0,1190.74,3,24800,24762,24762,9.38163,9.38163,0
 adder_dcop_60.petsc,1813,1813,1,0.00060876,0.000608763,6.23E-05,11246,4.25799,4.25799,3.09E-05,1.64456,1.64456,1.64456,3.85E-05,1310,4.58261,4.58261,1,6,0,0,0,0,0.999997,0.999995,0,0,0.00252764,1,1801,1763,1801,98.9454,98.9454,0
 fpga_dcop_33.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,0.000380497,5.72727,5.72727,5.72727,0.000325204,36,314.528,314.528,1,4,0,0,0,0,0.999999,0.999998,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 adder_dcop_37.petsc,1813,1813,1,0.000613828,0.000613827,6.72E-05,11246,4.25914,4.25914,0.00324313,1.67224,1.67266,1.67245,0.00344833,1310,4.64611,4.64611,1,6,0,0,0,0,0.999545,0.999089,0,0,0.00256266,1,1801,1763,1801,98.9454,98.9454,0
 adder_dcop_53.petsc,1813,1813,1,0.000608758,0.000608762,6.22E-05,11246,4.25798,4.25798,0.000418761,1.64456,1.64456,1.64456,0.000260356,1310,4.58151,4.58151,1,6,0,0,0,0,0.999969,0.999939,0,0,0.00252703,1,1801,1763,1801,98.9454,98.9454,0
 fpga_trans_02.petsc,1220,1220,1,0.00582269,0.00582347,0.0698267,7382,18.9006,18.9006,0.00881689,5.76477,5.76492,5.76477,0.0050747,50,317.935,317.935,1,6,0,0,0,0,0.999797,0.999594,0,0,0.260603,1,1154,1085,1085,18.8017,18.8017,0
 nd3k.petsc,9000,9000,1,0.661565,0.650862,221.295,1644345,4225.19,3770.98,1905.77,141.944,143.993,128.719,71.2195,453,278155,278155,1,182,5,1,0,0,0.700951,0.401902,0,0,30.9061,2,9000,8342,0,6.96609,6.97274,0
 fpga_trans_01.petsc,1220,1220,1,0.00582269,0.00582347,0.069828,7382,18.9,18.9,0.00880511,5.76477,5.76492,5.76477,0.00498399,50,317.935,317.935,1,6,0,0,0,0,0.999797,0.999595,0,0,0.260602,1,1154,1085,1085,18.8017,18.8017,0
 adder_dcop_04.petsc,1813,1813,1,0.00108386,0.00108367,0.00157812,11107,4.57982,4.57973,0.0296001,2.9574,2.99671,2.97029,0.101324,1310,7.06904,7.06904,1,6,0,0,0,0,0.977299,0.954597,0,0,0.00389909,1,1801,1763,1800,295.84,295.84,0
 nd6k.petsc,18000,18000,1,0.341172,0.335786,232.171,3457658,5985.24,5348.45,2686.47,146.254,144.868,134.751,71.1847,447,556575,556575,1,192,10,1,0,0,0.702195,0.40439,0,0,30.9208,2,18000,16766,0,6.97318,6.99056,0
 msc01440.petsc,1440,1440,1,2.04E+08,2.04E+08,1.75E+10,23219,1.04E+07,9.62E+06,3.97E+06,1.41E+06,1.41E+06,897808,513636,40,2.73E+08,2.73E+08,1,16,147,1,0,0,0.734203,0.468407,0,0,189373,2,1440,1394,0,19.4319,19.4319,0
 bcsstk38.petsc,8032,8032,1,2.03E+19,2.03E+19,4.02E+19,181746,5.69E+11,5.69E+11,5.79E+09,4.06E+11,4.50E+11,4.28E+11,2.41E+10,599,1.18E+12,1.18E+12,1,22,9,1,0,0,0.850558,0.701115,0,0,1.47E+08,2,8032,6029,0,34.0536,33.7488,0
 bcsstm38.petsc,8032,8032,0,36.4443,36.4443,66.9151,7842,733.241,733.241,0.103555,541.104,541.104,541.104,0.0510535,15,1201.04,1201.04,0,0,4152,1,0,0,0.999028,0.998056,0,0,0.149531,1,5199,390,0,34.3863,34.3863,0
 crystk02.petsc,13965,13965,1,9.47E-25,9.48E-25,2.07E-22,491274,3.44E-09,3.18E-09,1.30E-09,2.85E-10,2.81E-10,2.72E-10,1.78E-10,42,2.78E-07,2.78E-07,1,35,1,1,0,0,0.689372,0.378745,0,0,1.99E-11,2,13965,461,0,27.6948,27.6948,0
 bcsstk34.petsc,588,588,1,4.52E+11,4.52E+11,2.41E+13,11003,1.58E+08,1.49E+08,5.27E+07,3.19E+07,3.19E+07,2.87E+07,1.48E+07,30,1.78E+09,1.78E+09,1,18,1,1,0,0,0.735136,0.470272,0,0,3.02E+06,2,588,95,0,21.1886,21.1886,0
 crystm02.petsc,13965,13965,1,2.73E-29,2.73E-29,2.34E-26,168435,4.68E-11,4.46E-11,1.41E-11,1.23E-12,1.23E-12,1.23E-12,6.66E-13,14,4.52E-09,4.52E-09,1,12,3,1,0,0,0.728571,0.457143,0,0,3.24E-13,2,13965,459,0,14.668,14.668,0
 msc10848.petsc,10848,10848,1,3.24E+19,3.25E+19,1.96E+20,620312,1.47E+12,1.46E+12,1.09E+11,6.68E+11,6.77E+11,6.45E+11,7.41E+10,300,5.78E+12,5.78E+12,1,57,317,1,0,0,0.892116,0.784232,0,0,5.33E+08,2,10848,10706,0,20.5407,20.4319,0
 msc23052.petsc,23052,23052,1,6.26E+12,4.48E+12,2.88E+14,582869,3.46E+09,3.21E+09,1.28E+09,8.19E+08,1.12E+09,7.19E+08,4.34E+08,178,2.18E+11,2.18E+11,1,25,823,1,0,0,0.699533,0.399065,0,0,9.47E+06,2,23052,23046,0,34.2952,36.076,0
 msc00726.petsc,726,726,1,4.29E+15,4.29E+15,2.85E+17,17622,2.04E+10,1.94E+10,6.25E+09,4.49E+09,4.49E+09,4.49E+09,2.86E+09,47,3.10E+11,3.10E+11,1,24,1,1,0,0,0.67635,0.352701,0,0,4.27E+08,2,726,188,0,19.4472,21.5524,0
 fpga_dcop_51.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 crystm01.petsc,4875,4875,1,7.93E-28,7.93E-28,2.42E-25,55107,8.11E-11,7.73E-11,2.46E-11,3.91E-12,3.91E-12,3.91E-12,2.12E-12,14,4.52E-09,4.52E-09,1,11,3,1,0,0,0.728571,0.457143,0,0,9.26E-13,2,4875,237,0,14.1278,14.1278,0
 bcsstm35.petsc,30237,30237,0,2.87E-08,2.86E-08,1.32E-07,18211,0.0643761,0.0639423,0.0074602,0.0293932,0.0318761,0.0306347,0.0046806,6,1.01792,1.01792,0,0,14794,1,0,0,0.985112,0.970224,0,0,3.37E-05,1,15803,5,0,26.8373,26.8373,0
 bcsstk35.petsc,30237,30237,1,7.95E+14,7.88E+14,1.74E+15,740200,7.70E+09,7.49E+09,1.75E+09,5.85E+09,8.00E+09,6.93E+09,2.05E+09,166,1.02E+11,1.02E+11,1,24,7,1,0,0,0.710463,0.420927,0,0,3.39E+06,2,30237,20690,0,25.8958,26.0305,0
 msc01050.petsc,1050,1050,1,1.81E+11,1.80E+11,1.09E+12,13624,3.92E+07,3.73E+07,1.19E+07,2.20E+07,2.58E+07,1.87E+07,7.08E+06,126,3.27E+08,3.27E+08,1,12,58,1,0,0,0.777673,0.555346,0,0,311671,2,1050,785,0,39.5045,36.5462,0
 crystk03.petsc,24696,24696,1,3.48E-25,3.48E-25,1.21E-22,887937,3.51E-09,3.25E-09,1.32E-09,2.28E-10,2.25E-10,2.20E-10,1.43E-10,42,3.80E-07,3.80E-07,1,35,1,1,0,0,0.68965,0.3793,0,0,1.54E-11,2,24696,572,0,27.6948,27.6948,0
 bcsstm36.petsc,23052,23052,0,1.22E-05,1.22E-05,0.00114415,166389,6.19401,6.0099,1.49891,0.651026,0.70003,0.675528,0.229218,65,415.722,415.722,0,7,3,1,0,0,0.804764,0.609528,0,0,0.0180341,1,12172,19337,0,24.9988,24.9988,0
 bcsstk37.petsc,25503,25503,1,1.20E+11,1.32E+11,1.58E+13,583240,8.54E+08,8.10E+08,2.71E+08,9.54E+07,1.14E+08,8.53E+07,4.15E+07,99,6.78E+10,6.78E+10,1,22,2,1,0,0,0.735492,0.470984,0,0,2.66E+06,2,25503,19193,0,27.0478,26.502,0
 adder_dcop_41.petsc,1813,1813,1,0.000612285,0.000612289,6.57E-05,11246,4.25879,4.25879,0.00221596,1.66377,1.66383,1.6638,0.00224056,1310,4.6246,4.6246,1,6,0,0,0,0,0.999787,0.999575,0,0,0.0025508,1,1801,1763,1801,98.9454,98.9454,0
 adder_dcop_34.petsc,1813,1813,1,0.000612276,0.000612279,6.59E-05,11246,4.25887,4.25886,0.00819527,1.66371,1.66371,1.66371,0.00925436,1310,4.65924,4.65924,1,6,0,0,0,0,0.99871,0.997419,0,0,0.0025699,1,1801,1763,1801,98.9454,98.9454,0
 bcsstm39.petsc,46772,46772,1,0.0164172,0.0164172,8.31468,46772,714.604,714.604,0,27.711,27.711,27.711,0,1,75466.4,75466.4,1,1,46772,1,1,1,1,1,2,2,1.6135,2,46772,0,0,2.4749,2.4749,1
 bcsstm37.petsc,25503,25503,0,5.38E-13,5.38E-13,6.16E-10,14765,0.00480855,0.00480798,7.35E-05,0.000117089,0.000117089,0.000117089,1.23E-05,5,0.43464,0.43464,0,0,13737,1,0,0,0.99809,0.99618,0,0,1.70E-05,1,14005,5,0,10.4856,10.4856,0
 crystk01.petsc,4875,4875,1,4.24E-24,4.24E-24,3.55E-22,160383,2.63E-09,2.43E-09,1.01E-09,3.58E-10,3.53E-10,3.39E-10,2.22E-10,42,1.24E-07,1.24E-07,1,32,1,1,0,0,0.68876,0.37752,0,0,2.55E-11,2,4875,239,0,27.6948,27.6948,0
 bcsstk39.petsc,46772,46772,1,1.67E+13,1.67E+13,7.51E+15,1053717,2.89E+10,2.73E+10,9.68E+09,1.53E+09,1.54E+09,1.19E+09,4.73E+08,46,3.73E+12,3.73E+12,1,22,5,1,0,0,0.729738,0.459475,0,0,7.98E+07,2,46772,555,0,22.2287,21.845,0
 bcsstk36.petsc,23052,23052,1,3.21E+11,3.32E+11,1.80E+13,583096,8.65E+08,8.04E+08,3.19E+08,2.04E+08,2.19E+08,1.80E+08,1.09E+08,116,5.46E+10,5.46E+10,1,25,3,1,0,0,0.699533,0.399065,0,0,2.37E+06,2,23052,19337,0,33.9942,35.7749,0
 fpga_dcop_49.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 ct20stif.petsc,52329,52329,1,1.50E+19,1.50E+19,6.70E+19,1326312,1.87E+12,1.87E+12,3.13E+10,8.87E+11,8.99E+11,8.93E+11,1.48E+10,207,6.15E+12,6.15E+12,1,25,396,1,0,0,0.952085,0.904171,0,0,1.18E+08,2,52329,49323,0,39.9038,39.5028,0
 bcsstm34.petsc,588,588,1,0.0495718,0.0496003,0.263266,12429,14.8301,13.8429,5.32038,9.53355,9.53355,9.53355,4.44575,32,75.2484,100.804,1,21,1,1,0,0,0.655822,0.311644,0,0,0.171435,3,588,95,0,20.47,20.47,0
 crystm03.petsc,24696,24696,1,4.62E-30,4.62E-30,6.75E-27,304233,3.48E-11,3.32E-11,1.05E-11,6.71E-13,6.71E-13,6.71E-13,3.64E-13,14,4.52E-09,4.52E-09,1,12,3,1,0,0,0.728571,0.457143,0,0,1.83E-13,2,24696,570,0,14.953,14.953,0
 msc04515.petsc,4515,4515,1,2.47E+16,2.47E+16,1.01E+19,51111,3.12E+11,2.83E+11,1.32E+11,2.27E+10,2.27E+10,2.27E+10,1.42E+10,15,8.66E+12,8.66E+12,1,11,4,1,0,0,0.676715,0.35343,0,0,1.92E+09,2,4515,162,0,19.3866,19.3866,0
 fpga_dcop_48.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 adder_dcop_52.petsc,1813,1813,1,0.000608736,0.000608739,6.22E-05,11246,4.25797,4.25797,0.00180419,1.6445,1.64465,1.64457,0.0012394,1310,4.57741,4.57741,1,6,0,0,0,0,0.999896,0.999792,0,0,0.00252477,1,1801,1763,1801,98.9454,98.9454,0
 adder_dcop_25.petsc,1813,1813,1,0.000612307,0.000612311,6.56E-05,11246,4.25889,4.25888,0.00710515,1.66388,1.66392,1.6639,0.0312507,1310,4.75408,4.75408,1,6,0,0,0,0,0.997326,0.994651,0,0,0.00262222,1,1801,1763,1801,98.9454,98.9454,0
 G2_circuit.petsc,150102,150102,1,3298.46,3297.47,9.81E+06,438388,1.24E+06,1.24E+06,50949.8,22669.6,22671.7,22509,649.857,4,1.01E+08,1.01E+08,1,2,158,1,0,0,0.931107,0.862215,1,1,670.501,2,150102,93719,0,3.94934,2.87876,0
 sts4098.petsc,4098,4098,1,1.50E+13,1.64E+13,3.60E+13,38227,4.06E+08,3.95E+08,9.07E+07,3.46E+08,2.81E+08,3.07E+08,8.33E+07,111,1.50E+09,1.50E+09,1,9,88,1,0,0,0.76332,0.52664,0,0,365750,2,4098,3323,0,49.6934,49.381,0
 poisson3Da.petsc,13514,13514,6,3.46E-05,3.38E-05,0.0047498,352762,51.5758,51.4304,3.8698,1.79833,1,1.39916,0.401818,110,5448.88,5448.88,6,26,0,0,0,0,0.953163,0.906325,0,0,0.403203,2,13514,13259,13259,6.84102,6.84102,0
 fpga_dcop_47.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 sme3Dc.petsc,42930,42930,24,1.34E+06,1.34E+06,1.79E+07,3148656,2.38E+06,2.38E+06,9.27E-11,617197,617197,617197,2.96E-11,405,3.60E+08,3.60E+08,24,73,0,0,0,0,1,1,0,0,8397.3,2,42930,42888,42888,33.7918,33.8587,0
 poisson2D.petsc,367,367,3,0.00157665,0.00154979,0.00175981,2417,10.7749,10.7734,0.177352,1.09524,1,1.04762,0.0476219,9,190.187,190.187,3,6,0,0,0,0,0.993008,0.986015,0,0,0.51822,2,367,348,348,1.82859,1.82859,0
 adder_dcop_50.petsc,1813,1813,1,0.000612199,0.000612203,6.56E-05,11246,4.25874,4.25874,0.00226861,1.66328,1.66393,1.6636,0.00228524,1310,4.59563,4.59563,1,6,0,0,0,0,0.999783,0.999567,0,0,0.00253482,1,1801,1763,1801,98.9454,98.9454,0
 ns3Da.petsc,20414,20414,9,1.22E-05,1.00E-05,0.00243537,1679599,35.1072,23.3252,26.2383,1.93955,1,0.851756,1.36245,306,2843.27,2843.27,9,82,0,0,0,0,0.637986,0.275972,0,0,0.139281,1,19236,20408,20408,32.9597,32.9597,0
 fpga_dcop_45.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 sme3Db.petsc,29067,29067,24,60460.8,60460.8,1.68E+07,2081063,1.65E+06,1.65E+06,6.01E-11,155928,155928,155928,7.07E-12,345,1.99E+08,1.99E+08,24,71,0,0,0,0,1,1,0,0,6846.38,2,29067,29048,29048,34.2453,34.2453,0
 problem1.petsc,415,415,4,0.0529288,0.0529288,0.455959,2779,76.0012,76.0012,1.61E-15,8.36282,8.36282,8.36282,3.61E-16,9,1389.27,1389.27,4,6,0,0,0,0,1,1,0,0,3.34763,2,415,315,315,2.12358,2.12358,0
 adder_dcop_47.petsc,1813,1813,1,0.000612241,0.000612245,6.57E-05,11246,4.25877,4.25877,0.00113208,1.66362,1.66351,1.66355,0.00126499,1310,4.61546,4.61546,1,6,0,0,0,0,0.999903,0.999806,0,0,0.00254576,1,1801,1763,1801,98.9454,98.9454,0
 adder_dcop_57.petsc,1813,1813,1,0.00060876,0.000608763,6.23E-05,11246,4.25799,4.25799,0.000516018,1.64456,1.64456,1.64456,0.000641714,1310,4.58338,4.58338,1,6,0,0,0,0,0.999956,0.999913,0,0,0.00252806,1,1801,1763,1801,98.9454,98.9454,0
 poisson3Db.petsc,85623,85623,6,5.44E-06,7.23E-06,0.00372892,2374949,124.628,124.279,9.33142,2.42807,1,1.71403,0.714035,145,32812.9,32812.9,6,27,0,0,0,0,0.952425,0.90485,0,0,0.383225,2,85623,85563,85563,9.51587,9.51587,0
 sme3Da.petsc,12504,12504,24,2.71E+06,2.71E+06,2.96E+07,874887,1.55E+06,1.55E+06,5.86E-11,619590,619590,619590,2.11E-11,345,1.23E+08,1.23E+08,24,69,0,0,0,0,1,1,0,0,9823.68,2,12504,12490,12490,35.6967,35.6967,0
 fpga_dcop_43.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 fpga_dcop_42.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,8.18E-06,5.72727,5.72727,5.72727,3.04E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 ch7-8-b5.petsc,141120,141120,6,4.25E-05,4.25E-05,1.42E-05,846720,920.174,650.674,650.648,6,6,6,6,6,0,2,6,6,0,0,0,0,0.500104,0.000207861,0,0,1.42E-05,3,2,141067,141119,0,0,0
 shar_te2-b3.petsc,200200,200200,4,2.00E-05,2.00E-05,4.99E-06,800800,894.874,632.767,632.776,4,4,4,4,4,1,1,4,4,0,0,0,0,0.500016,3.12E-05,0,0,5.00E-06,1,1,200199,194134,0,0,0
 ch5-5-b3.petsc,600,600,4,0.00666667,0.00666667,0.00334444,2400,48.9898,34.7707,34.5109,4,4,4,4,4,0,2,4,4,0,0,0,0,0.5075,0.015,0,0,0.00333333,3,2,597,599,0,0,0
 n3c6-b1.petsc,105,105,2,0.0190476,0.133333,0,210,14.4914,10.583,9.89949,14,2,8,7,2,0,0,2,2,0,0,0,0,0.538095,0.0761905,0,0,0,0,0,104,14,0,0,0
 m133-b3.petsc,200200,200200,4,2.00E-05,2.00E-05,0,800800,894.874,632.775,632.769,4,4,4,4,4,0,0,4,4,0,0,0,0,0.500014,2.75E-05,0,0,0,0,0,200199,196994,0,0,0
 n3c6-b7.petsc,6435,6435,8,0.0012432,0.0012432,0,51480,226.892,165.699,154.997,8,8,8,7,8,0,0,8,8,0,0,0,0,0.766667,0.533333,0,0,0,0,0,6434,6434,0,0,0
 fpga_dcop_37.petsc,1220,1220,1,0.00574993,0.00574993,0.0684704,5892,18.8082,18.8082,1.21E-05,5.72727,5.72727,5.72727,7.73E-06,36,314.528,314.528,1,4,0,0,0,0,1,1,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 adder_dcop_65.petsc,1813,1813,1,0.00060876,0.000608763,6.23E-05,11246,4.25799,4.25799,2.34E-07,1.64456,1.64456,1.64456,2.91E-07,1310,4.58256,4.58256,1,6,0,0,0,0,1,1,0,0,0.00252761,1,1801,1763,1801,98.9454,98.9454,0
 fpga_dcop_12.petsc,1220,1220,1,0.0318993,0.0318996,0.100703,5892,20.7086,20.7086,0.00326397,10.5514,10.5509,10.5512,0.00100279,36,325.271,325.271,1,4,0,0,0,0,0.999957,0.999914,0,0,0.266616,1,1136,864,864,224.747,224.747,0
 F2.petsc,71505,71505,1,6.35E+08,5.03E+08,3.23E+11,2682895,3.70E+08,3.52E+08,1.16E+08,1.86E+07,2.22E+07,1.56E+07,1.04E+07,200,7.89E+10,7.89E+10,1,37,152,1,0,0,0.670921,0.341842,0,0,1.10E+06,2,71505,71309,0,14.8585,14.5152,0
 fpga_dcop_32.petsc,1220,1220,1,0.00574993,0.00574993,0.0684703,5892,18.8082,18.8082,0.0005811,5.72727,5.72727,5.72727,0.000431563,36,314.529,314.529,1,4,0,0,0,0,0.999998,0.999997,0,0,0.257811,1,1136,864,864,77.1242,77.1242,0
 adder_dcop_01.petsc,1813,1813,1,0.000551896,0.000551879,6.90E-07,11156,4.2428,4.2428,0.00648227,1.07514,1.10685,1.08618,0.0422664,1310,0.206396,0.206396,1,6,0,0,0,0,0.990532,0.981063,0,0,0.000113842,1,1801,1763,1801,11.9998,11.9998,0
 adder_dcop_63.petsc,1813,1813,1,0.00060876,0.000608763,6.23E-05,11246,4.25799,4.25799,1.70E-06,1.64456,1.64456,1.64456,2.12E-06,1310,4.58256,4.58256,1,6,0,0,0,0,1,1,0,0,0.00252761,1,1801,1763,1801,98.9454,98.9454,0
 adder_trans_02.petsc,1814,1814,1,0.0278064,0.027807,0.028848,14579,8.47042,8.47041,0.0135839,14.9545,14.9522,14.9533,0.108952,1335,40.4565,40.4565,1,8,0,0,0,0,0.996648,0.993295,0,0,0.0223023,1,1805,1802,1802,23.6476,23.6476,0
 fpga_dcop_31.petsc,1220,1220,1,0.00574996,0.00574996,0.0684704,5892,18.8082,18.8082,0.000496719,5.72729,5.72729,5.72729,0.000460516,36,314.529,314.529,1,4,0,0,0,0,0.999999,0.999998,0,0,0.25781,1,1136,864,864,77.12,77.12,0
 football.petsc,115,115,0,0.0898825,0.101098,0,613,24.9399,17.6352,17.6352,12,11,6.5,6.5,11,0,0,0,5,0,1,0,0,0.5,0,0,0,0,0,0,108,0,0.30103,0.30103,0
 cond-mat.petsc,16726,16726,0,0.0298169,0.0311018,0,47594,216.22,152.891,152.891,91.6667,24.8333,47.5,47.5,40,0,0,0,2,0,1,0,0,0.5,4.31E-13,0,0,0,0,0,16646,0,2.12764,1.95424,0
 hep-th.petsc,8361,8361,0,0.14492,0.145224,0,15751,191.502,135.413,135.413,66.5833,45.2333,39,39,23,0,0,0,1,0,1,0,0,0.5,1.42E-13,0,0,0,0,0,8310,0,2.00874,2.48586,0
 lesmis.petsc,77,77,0,12.2675,20.8699,0,254,77.2399,54.6168,54.6168,146,72,79,79,10,0,0,0,3,0,1,0,0,0.5,0,0,0,0,0,0,61,0,1.49136,1.49136,0
 netscience.petsc,1589,1589,0,0.0159388,0.0286121,0,2742,31.8755,22.5394,22.5394,26.4167,9,15,15,19,0,0,0,1,0,1,0,0,0.5,1.75E-14,0,0,0,0,0,1523,0,1.27875,1.3248,0
 polblogs.petsc,1490,1490,0,0.117865,0.136943,0.00200937,19025,138.636,109.222,85.3844,338,256,234,160,256,3,3,0,12,1,1,0,0,0.620927,0.241854,0,0,0.00201342,1,3,1465,1465,0.30103,0.30103,0
 cond-mat-2003.petsc,31163,31163,0,0.0397654,0.0413333,0,120029,353.953,250.283,250.283,136.958,41,72.5,72.5,65,0,0,0,3,0,1,0,0,0.5,-8.96E-13,0,0,0,0,0,31079,0,2.27697,2.44209,0
 celegansneural.petsc,297,297,0,16.725,59.3392,0,2345,321.983,233.625,221.568,1700,197,850,850,39,0,0,0,7,0,1,0,0,0.538553,0.0771062,0,0,0,0,0,255,227,1.8451,1.8451,0
 astro-ph.petsc,16706,16706,0,0.016438,0.0301448,0,121251,204.524,144.621,144.621,88.4097,32.6632,54.5,54.5,128,0,0,0,7,0,1,0,0,0.5,-3.49E-13,0,0,0,0,0,16609,0,2.53479,2.6608,0
 cond-mat-2005.petsc,40421,40421,0,0.0523464,0.0524452,0,175691,429.28,303.547,303.547,173.958,46.75,95,95,75,0,0,0,4,0,1,0,0,0.5,-1.02E-12,0,0,0,0,0,40349,0,2.53827,2.59279,0
 Trefethen_150.petsc,150,150,1,4899.77,4899.15,67409.3,1095,5790.6,5790.56,21.7371,863,871,867,7,9,59269,59269,1,7,1,1,0,0,0.992153,0.984306,2,0,395.127,2,150,128,0,2.93601,2.93399,0
 Trefethen_20000.petsc,20000,20000,1,2.53E+06,2.53E+06,4.35E+09,287233,1.78E+07,1.78E+07,365.536,224737,224752,224744,14,16,2.14E+09,2.14E+09,1,14,1,1,0,0,0.999938,0.999875,2,0,106888,2,20000,16384,0,5.35167,5.35166,0
 Trefethen_300.petsc,300,300,1,13073.5,13073,342811,2489,18648.3,18648.3,33.0832,1987,1996,1991.5,8,10,271061,271061,1,8,1,1,0,0,0.995995,0.991989,2,0,903.537,2,300,256,0,3.2982,3.29645,0
 Trefethen_2000.petsc,2000,2000,1,151038,151038,2.63E+07,21953,430193,430193,99.8824,17389,17400,17394.5,10.5,12,1.63E+07,1.63E+07,1,10,1,1,0,0,0.999388,0.998775,2,0,8137.31,2,2000,1024,0,4.24027,4.24022,0
 Trefethen_500.petsc,500,500,1,25402.6,25402.2,1.13E+06,4489,43859.1,43859,44.6598,3571,3580,3575.5,8.5,10,824693,824693,1,8,1,1,0,0,0.997593,0.995186,2,0,1649.39,2,500,256,0,3.55279,3.55133,0
 Trefethen_20.petsc,20,20,1,227.752,227.475,479.548,89,173.424,173.325,5.87367,71,76,73.5,4,6,639,639,1,4,1,1,0,0,0.951271,0.902542,2,0,31.95,2,20,16,0,1.85126,1.82607,0
 Trefethen_20000b.petsc,19999,19999,1,2.53E+06,2.53E+06,4.35E+09,287217,1.78E+07,1.78E+07,365.526,224737,224752,224744,14,16,2.14E+09,2.14E+09,1,14,1,1,0,0,0.999938,0.999875,2,0,106893,2,19999,16384,0,5.35167,5.35166,0
