matrix,row-variability:variance,diagonal-average:variance,upband:iprs,nnzlow:iprs,lambda-min-by-magnitude-re:lapack,avgdistfromdiag:iprs,avgnnzprow:iprs,lambda-max-by-im-part-im:spectrum,normF:simple,lambda-max-by-real-part-im:spectrum,sigma-min:spectrum,ellipse-cx:spectrum,lee96-lbound:normal,n-struct-unsymm:structure,lee96-ubound:normal,lambda-max-by-im-part-re:spectrum,ruhe75-bound:normal,departure:lapack,ellipse-cy:spectrum,relsymm:iprs,lambda-max-by-magnitude-im:spectrum,n-colours:jpl,commutator-normF:normal,col-variability:variance,symmetry-anorm:simple,diag-zerostart:structure,symmetry:structure,lambda-max-by-im-part-re:lapack,positive-fraction:spectrum,nnz:iprs,diagonal-dominance:simple,lambda-max-by-real-part-re:lapack,dummy-rows-kind:structure,max-nnzeros-per-row:structure,ellipse-ax:spectrum,lambda-min-by-magnitude-re:spectrum,symmetry-fanorm:simple,nnzeros:structure,loband:iprs,diagonal-sign:variance,min-nnzeros-per-row:structure,lambda-max-by-real-part-re:spectrum,trace-asquared:normal,nnzup:iprs,n-dummy-rows:structure,nrows:structure,symmetry-fsnorm:simple,diag-definite:structure,avg-diag-dist:iprs,lambda-max-by-im-part-im:lapack,diagonal-variance:variance,symmetry-snorm:simple,n-ritz-values:spectrum,lambda-max-by-magnitude-re:spectrum,lee95-bound:normal,normInf:simple,lambda-max-by-magnitude-re:lapack,sigma-max:spectrum,n-nonzero-diags:iprs,trace-abs:simple,norm1:simple,lambda-min-by-magnitude-im:lapack,left-bandwidth:structure,blocksize:structure,ellipse-ay:spectrum,lambda-max-by-magnitude-im:lapack,sigma-diag-dist:iprs,kappa:spectrum,lambda-max-by-real-part-im:lapack,trace:simple,nnzdia:iprs,lambda-min-by-magnitude-im:spectrum,right-bandwidth:structure
rail_5177_E, 6.660474, 3.38279e-05, nan, 15032, 6.376835e-06, 3, 3, 1.024167e-06, 0.003318204, nan, 0.0001798093, 7.501237e-05, nan, nan, nan, 0.0001399512, 0.0001789352, 0.0008908963, nan, nan, nan, 4, nan, 6.660474, nan, 5177, nan, 5.597036e-05, 1.0, 20209, -4.065758e-20, 0.0001491425, 1, 5, 7.413828e-05, 8.740952e-07, nan, 20209, 5147, 2, 1, 0.0001491507, nan, nan, 1357, 5177, nan, 1, 1953.308, nan, 2.879528e-05, nan, 18, 0.0001491507, nan, 0.0002237138, 6.850103e-05, 0.0001950849, 3152, 0.175127, 0.000298285, nan, 5147, 1, 1.024167e-06, nan, 16876020.0, 170.6343, nan, 0.175127, 5177, nan, nan
hydr1c_A_04, 19.64175, 0.0006068161, 5307, 13082, 5.019044e-07, 5, 5, 1689.962, 11129600.0, nan, 950623.0, -0.541371, nan, 22897, nan, 158.9334, 2990139.0, 11129580.0, nan, 0.1910045, nan, 6, nan, 21.16062, 2265277.0, 2797, nan, 2032.006, 0.5, 28303, -4530554.0, 2032.006, nan, 15, 2030.618, -883.7936, 7869813.0, 28303, 4535, nan, 2, -2031.16, 9652560.0, 9913, nan, 5308, 7869813.0, nan, 2419.665, nan, 0.03342651, 2265277.0, 240, -2031.16, 11129600.0, 4530554.0, 2032.006, 2992170.0, 8271, 3.22098, 2298395.0, nan, 4535, 2780, 1689.962, nan, 12615650.0, 1.220176, nan, -1.22098, 5308, 1410.656, 5307
hydr1c_A_07, 21.61244, 0.0006068655, 5307, 12992, 5.529649e-07, 5, 5, 1611.171, 11129570.0, nan, 929907.8, 0.02284276, nan, 22815, nan, 262.3694, 2990137.0, 11129550.0, nan, 0.1915595, nan, 6, nan, 22.6693, 2265285.0, 2797, nan, 2033.221, 0.525, 28221, -4530569.0, 2033.221, nan, 15, 2033.4, 513.9995, 7869791.0, 28221, 4535, nan, 2, 2033.423, 9643368.0, 9921, nan, 5308, 7869791.0, nan, 2421.512, nan, 0.03342979, 2265285.0, 240, 2033.423, 11129560.0, 4530569.0, -2033.224, 2992170.0, 8270, 3.221242, 2298394.0, nan, 4535, 2780, 1611.171, nan, 12615550.0, 1.285125, nan, -1.221242, 5308, 1496.464, 5307
hydr1c_A_06, 19.97814, 0.0006069573, 5307, 13052, 5.525017e-07, 5, 5, 1668.849, 11129600.0, nan, 919028.7, -0.1307753, nan, nan, nan, 157.6791, 2990136.0, 11129590.0, nan, nan, nan, 7, nan, 20.84083, nan, 2797, nan, 2033.735, 0.5, 28289, -4530561.0, 2033.735, nan, 15, 2033.644, -796.0649, nan, 28289, 4535, nan, 2, -2033.775, nan, 9929, nan, 5308, nan, nan, 2422.621, nan, 0.03343589, nan, 240, -2033.775, nan, 4530561.0, -2033.738, 2992170.0, 8271, 3.221729, 2298394.0, nan, 4535, 2780, 1668.849, nan, 12610630.0, 2.554786, nan, -1.221729, 5308, nan, 5307
hydr1c_A_09, 23.60266, 0.0006346299, 5307, 13059, 5.531602e-07, 5, 5, 1676.993, 11129570.0, nan, 999941.1, -0.1524864, nan, nan, nan, 157.8212, 2990138.0, 11129560.0, nan, nan, nan, 6, nan, 24.87432, nan, 2797, nan, 2032.574, 0.5, 28306, -4530569.0, 2032.574, nan, 15, 2032.367, -844.96, nan, 28306, 4535, nan, 2, -2032.52, nan, 9939, nan, 5308, nan, nan, 2421.202, nan, 0.03528387, nan, 240, -2032.52, nan, 4530569.0, -2032.577, 2992170.0, 8277, 3.368616, 2298394.0, nan, 4535, 2780, 1676.993, nan, 12604210.0, 1.29124, nan, -1.368616, 5308, 1328.075, 5307
hydr1c_A_08, 22.62323, 0.0006072264, 5307, 13052, 5.510768e-07, 5, 5, 1686.121, 11129570.0, nan, 950620.4, -0.490404, nan, 22910, nan, 151.6048, 2990139.0, 11129550.0, nan, 0.1909168, nan, 6, nan, 23.83116, 2265285.0, 2797, nan, 2032.574, 0.5, 28316, -4530569.0, 2032.574, nan, 15, 2030.97, -127.2672, 7869792.0, 28316, 4535, nan, 2, -2031.461, 9638102.0, 9956, nan, 5308, 7869792.0, nan, 2423.3, nan, 0.03345377, 2265285.0, 240, -2031.461, 11129570.0, 4530569.0, -2032.577, 2992170.0, 8283, 3.223158, 2298394.0, nan, 4535, 2780, 1686.121, nan, 12605580.0, 1.210466, nan, -1.223158, 5308, 1673.414, 5307
fpga_dcop_08, 256.185, 0.2907718, 864, 2635, 0.1818182, 4, 4, 1.58101006669e-322, 26.60499, nan, 3.134422, 7.633714, nan, nan, nan, 4.94065645841e-324, 2.134422, 1.29393, nan, nan, nan, 5, nan, 256.185, nan, 1154, nan, 16.26743, 0.969697, 5972, -1.787563, 16.26743, nan, 36, 8.633714, -1.0, nan, 5972, 864, 1, 2, 16.26743, nan, 2117, nan, 1220, nan, nan, 460.3435, nan, 0.5178478, nan, 33, 16.26743, nan, 27.57271, 16.26743, 16.26743, 1601, 354.7416, 27.57289, nan, 864, 224, nan, nan, 475474.4, 16.26743, nan, 354.7416, 1220, nan, 864
fpga_dcop_03, 132.417, 0.326102, 864, 2638, 0.1818182, 4, 4, 1.58101006669e-322, 33.5232, nan, 2.871655, 5.64198, nan, nan, nan, 4.94065645841e-324, 2.169573, 0.04218673, nan, nan, nan, 5, nan, 132.417, nan, 1154, nan, 8.491473, 0.9066667, 5976, -1.0, 12.28396, nan, 36, 6.64198, -0.7020819, nan, 5976, 864, 1, 2, 12.28396, nan, 2118, nan, 1220, nan, nan, 460.3435, nan, 0.6400001, nan, 75, 12.28396, nan, 18.20659, 9.25755, 12.28396, 1601, 397.8444, 18.20666, nan, 864, 224, nan, nan, 475474.4, 17.49648, nan, 397.8444, 1220, nan, 864
shermanACd, 17.64024, 0.08496784, 6056, 17620, 2.4158e-05, 8, 8, 0.314707, 126.4973, nan, 15.3789, -3.576521, nan, nan, nan, -0.09085644, 16.92152, 116.8066, nan, nan, nan, 11, nan, 17.70434, nan, 6136, nan, 1.0, 0.5208333, 53329, -46.91384, 8.25803, nan, 5181, 11.83455, -0.09085644, nan, 53329, 5984, nan, 1, -15.41107, nan, 29573, 30, 6136, nan, nan, 2695.958, nan, 0.5680733, nan, 48, -15.41107, nan, 46.91384, 1.0, 32.33259, 10309, 521.3627, 46.91384, nan, 5984, 11, 0.314707, nan, 14119720.0, 47.04812, nan, 61.26209, 6136, 0.314707, 6056
meg1, 38.84708, 366.7164, 1545, 4894, -0.0005282284, 21, 21, 1568.041, 2204225.0, nan, 45361.0, 499218.2, nan, nan, nan, -1256.707, 1099515.0, 1964204.0, nan, nan, nan, 8, nan, 38.84708, nan, 2837, nan, 1000000.0, 0.6181818, 61019, -2346188.0, 1000000.0, nan, 412, 500781.8, -528.7721, nan, 61019, 2827, 1, 2, 1000000.0, nan, 53221, nan, 2904, nan, nan, 1226.949, nan, 18555.24, nan, 220, 1000000.0, nan, 2346188.0, 1000000.0, 2099515.0, 3493, 1064944.0, 2593831.0, nan, 2827, 1, 1568.041, nan, 4976872.0, 1130.509, nan, 1064944.0, 2904, 709.1134, 1545
adder_dcop_23, 98.94544, 0.002565846, 1801, 3764, 0.002308828, 6, 6, nan, 4.25884, nan, 0.02141278, 0.0899714, nan, nan, nan, 6.941522e-310, 0.007412884, 0.003407669, nan, nan, nan, 7, nan, 98.94544, nan, 1813, nan, 1.179943, 0.5949367, 11258, -1.000128, 1.179943, nan, 1310, 1.089971, 0.01399989, nan, 11258, 1763, 1, 2, 1.179943, nan, 5681, nan, 1813, nan, nan, 793.8216, nan, 0.008110983, nan, 79, 1.179943, nan, 1.663937, 1.179943, 1.179943, 3127, 4.651878, 1.664518, nan, 1763, 76, nan, nan, 1328154.0, 84.28226, nan, 4.651878, 1813, nan, 1801
piston, 1.998053, 82.49152, 44, 48995, 0.0001253252, 49, 49, nan, 20684.58, nan, 4443.511, 4527.394, nan, nan, nan, nan, 483.1033, 34.15671, nan, nan, nan, 50, nan, 1.998053, nan, 2025, nan, 5094.381, 1.0, 100015, -4958.94, 5094.381, nan, 63, 566.9867, 3960.407, nan, 100015, 44, 2, 4, 5094.381, nan, 48995, nan, 2025, nan, 1, 22.24719, nan, 60.17745, nan, 29, 5094.381, nan, 5344.034, 5094.381, 5094.381, 89, 167045.3, 5346.91, nan, 44, 25, nan, nan, 1154.938, 1.286327, nan, 167045.3, 2025, nan, 44
adder_dcop_21, 98.94544, 0.002545382, 1801, 3764, 0.002308828, 6, 6, nan, 4.258736, nan, 0.02110324, 0.08973393, nan, nan, nan, 6.901931e-310, 0.006980804, 0.01048668, nan, nan, nan, 7, nan, 98.94544, nan, 1813, nan, 1.179468, 0.6404494, 11258, -1.002767, 1.179468, nan, 1310, 1.089734, 0.01412244, nan, 11258, 1763, 1, 2, 1.179468, nan, 5681, nan, 1813, nan, nan, 793.8216, nan, 0.008078325, nan, 89, 1.179468, nan, 1.664944, 1.179468, 1.179469, 3127, 4.614777, 1.664052, nan, 1763, 76, nan, nan, 1328154.0, 83.51729, nan, 4.614777, 1813, nan, 1801
adder_dcop_20, 174.2405, 0.002593986, 1801, 3764, 0.002308828, 6, 6, nan, 4.266591, nan, 0.02113067, 0.1157797, nan, nan, nan, 6.947184e-310, 0.001635387, 0.01086992, nan, nan, nan, 7, nan, 174.2405, nan, 1813, nan, 1.231559, 0.5897436, 11258, -1.000139, 1.231559, nan, 1310, 1.11578, 0.01949528, nan, 11258, 1763, 1, 2, 1.231559, nan, 5681, nan, 1813, nan, nan, 793.8216, nan, 0.01006365, nan, 78, 1.231559, nan, 1.837167, 1.231559, 1.23156, 3127, 4.702896, 1.837046, nan, 1763, 76, nan, nan, 1328154.0, 63.17217, nan, 4.702896, 1813, nan, 1801
swang1, 5.417854, 0.01003786, 3063, 8836, 0.009352318, 6, 6, 0.002991077, 0.5962597, nan, 0.01945917, 0.01149905, nan, nan, nan, 0.0101795, 0.01616452, 0.02968376, nan, 1.0, nan, 7, nan, 5.417854, 0.004364618, 3169, nan, 0.01970519, 1.0, 20841, 0.003124988, 0.01970519, nan, 10, 0.008204409, 0.003294645, 0.02561195, 20841, 3063, 2, 3, 0.01970346, 0.3542137, 8836, nan, 3169, 0.5957094, 1, 1497.037, nan, 0.002765206, 0.02114968, 21, 0.01970346, 0.03622077, 0.02114968, 0.01970519, 0.01970642, 3985, 31.80998, 0.02114968, nan, 3063, 754, 0.002991077, nan, 5032801.0, 5.980451, nan, 31.80998, 3169, nan, 3063
swang2, 9.831503, 0.01073112, 3063, 8836, 0.009523427, 6, 6, 0.00930581, 0.651311, 0.0006974049, 0.02779825, 0.01554058, nan, nan, nan, 0.01761186, 0.02450276, 0.1109487, nan, nan, 0.0006974049, 7, nan, 9.831503, nan, 3169, nan, 0.02458843, 1.0, 20841, 0.003124953, 0.02458843, nan, 10, 0.01224509, 0.003295487, nan, 20841, 3063, 2, 3, 0.02775417, nan, 8836, nan, 3169, nan, 1, 1496.932, nan, 0.003109835, nan, 48, 0.02775417, nan, 0.03866638, 0.02458843, 0.0364463, 3984, 34.00691, 0.03993889, nan, 3063, 754, 0.00930581, nan, 5033706.0, 8.43143, nan, 34.00691, 3169, nan, 3063
t2d_q9_A_38, 2.030542, 30131.93, 100, 38612, 392.6754, 8, 8, nan, 13507200.0, nan, 2248220.0, 2368944.0, nan, nan, nan, nan, 358213.9, 538258.9, nan, nan, nan, 8, nan, 1.554096, nan, 9801, nan, 2847883.0, 1.0, 87025, -10678.51, 2847883.0, nan, 9, 478938.3, 1890006.0, nan, 87025, 100, 2, 4, 2847883.0, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 125755.3, nan, 40, 2847883.0, nan, 4600888.0, 2847883.0, 2849111.0, 9, 295323000.0, 4590210.0, nan, 100, 99, nan, nan, 10920.05, 1.506811, nan, 295323000.0, 9801, nan, 100
t2d_q9_A_39, 1.868414, 11366.17, 100, 38612, 179.5638, 8, 8, nan, 4996108.0, nan, 847839.9, 807967.7, nan, nan, nan, nan, 268724.7, 197331.3, nan, nan, nan, 8, nan, 1.428485, nan, 9801, nan, 1036820.0, 1.0, 87025, -3933.092, 1036820.0, nan, 9, 228852.5, 579115.2, nan, 87025, 100, 2, 4, 1036820.0, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 46490.49, nan, 49, 1036820.0, nan, 1663674.0, 1036820.0, 1037254.0, 9, 111399800.0, 1659740.0, nan, 100, 99, nan, nan, 10920.05, 1.790352, nan, 111399800.0, 9801, nan, 100
add20, 12.06679, 0.1401443, 2313, 7462, 0.000539111, 7, 7, nan, 10.41475, nan, 0.6156846, 0.3611586, nan, nan, nan, nan, 0.6154993, 0.002010236, nan, 1.0, nan, 37, nan, 12.06679, 0.0006127656, 2395, nan, 0.722006, 1.0, 17319, -0.001119368, 0.7221442, nan, 124, 0.3609734, 0.0001852646, 0.001426654, 17319, 2313, 2, 2, 0.722132, 108.467, 7462, nan, 2395, 10.41475, 1, 1002.23, nan, 0.09946004, 0.9958985, 52, 0.722132, 0.002017593, 0.9959011, 0.7220546, 0.7221012, 2825, 335.6455, 0.995896, nan, 2313, 13, nan, nan, 2423528.0, 3897.84, nan, 335.6455, 2395, nan, 2313
cbuckle_G, 35.82257, 25.6419, nan, 251142, nan, 19, 19, 31.11295, 6710.686, 1.708557, 8.510247, 89.84011, nan, nan, nan, 85.70999, 15.56428, 2184.066, nan, nan, 1.708557, 16, nan, 35.82257, nan, 13681, nan, 12.85866, 0.9791667, 264823, -26.62596, 168.2618, 1, 361, 89.84011, -2.124967e-13, nan, 264823, 13577, 1, 1, 175.174, nan, nan, 1071, 13681, nan, nan, 6642.051, nan, 47.80681, nan, 48, 175.174, nan, 228.851, 168.2618, 190.7466, 409, 350806.9, 228.8259, nan, 13577, 1, 31.11295, nan, 195608600.0, 8.455672e+14, nan, 350806.9, 13681, nan, nan
t2d_q9_A_31, 1.249586, 775.2334, 100, 38612, 23.69245, 8, 8, nan, 296999.8, nan, 45206.99, 48780.11, nan, nan, nan, nan, 4298.523, 10582.85, nan, nan, nan, 8, nan, 1.129968, nan, 9801, nan, 56651.75, 1.0, 87025, -192.9963, 56651.75, nan, 9, 7871.642, 40908.46, nan, 87025, 100, 2, 4, 56651.75, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 2737.322, nan, 37, 56651.75, nan, 89894.21, 56651.75, 56673.33, 9, 7598062.0, 89701.22, nan, 100, 99, nan, nan, 10920.05, 1.384842, nan, 7598062.0, 9801, nan, 100
t2d_q9_A_32, 1.258102, 440.545, 100, 38612, 29.49389, 8, 8, 52.47312, 136866.1, nan, 19468.43, 11954.27, nan, nan, nan, 19405.43, 19468.35, 4256.155, nan, nan, nan, 8, nan, 1.044205, nan, 9801, nan, 23804.35, 1.0, 87025, -71.99191, 23908.46, nan, 9, 11954.19, 0.07445585, nan, 87025, 100, 2, 4, 23908.46, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 1234.182, nan, 40, 23908.46, nan, 37434.49, 23908.46, 23926.11, 9, 4317782.0, 37362.49, nan, 100, 99, 52.47312, nan, 10920.05, 321109.2, nan, 4317782.0, 9801, nan, 100
t2d_q9_A_33, 1.258412, 342.2806, 100, 38612, 18.94504, 8, 8, nan, 84282.86, nan, 10530.53, 6159.092, nan, nan, nan, nan, 10530.46, 1964.88, nan, nan, nan, 8, nan, 1.041696, nan, 9801, nan, 12175.82, 1.0, 87025, -29.07313, 12318.11, nan, 9, 6159.019, 0.07385633, nan, 87025, 100, 2, 4, 12318.11, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 729.8008, nan, 29, 12318.11, nan, 18950.0, 12318.11, 12324.48, 9, 3354692.0, 18920.92, nan, 100, 99, nan, nan, 10920.05, 166784.8, nan, 3354692.0, 9801, nan, 100
t2d_q9_A_34, 1.258433, 321.5967, 100, 38612, 24.27176, 8, 8, nan, 71490.84, nan, 7092.101, 4332.487, nan, nan, nan, nan, 7092.027, 1271.444, nan, nan, nan, 8, nan, 1.041706, nan, 9801, nan, 8617.105, 1.0, 87025, -11.9126, 8664.901, nan, 9, 4332.413, 0.07386369, nan, 87025, 100, 2, 4, 8664.901, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 602.7195, nan, 24, 8664.901, nan, 13195.52, 8664.901, 8668.283, 9, 3151970.0, 13183.61, nan, 100, 99, nan, nan, 10920.05, 117309.3, nan, 3151970.0, 9801, nan, 100
t2d_q9_A_35, 1.258433, 319.3718, 100, 38612, 24.27168, 8, 8, nan, 69922.32, nan, 6594.542, 4018.61, nan, nan, nan, nan, 6594.468, 1167.447, nan, nan, nan, 8, nan, 1.041705, nan, 9801, nan, 8037.147, 1.0, 87025, -1.678242, 8037.147, nan, 9, 4018.537, 0.07386093, nan, 87025, 100, 2, 4, 8037.147, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 586.7406, nan, 26, 8037.147, nan, 12144.97, 8037.147, 8041.374, 9, 3130163.0, 12143.3, nan, 100, 99, nan, nan, 10920.05, 108814.6, nan, 3130163.0, 9801, nan, 100
t2d_q9_A_36, 1.258432, 319.3145, 100, 38612, 24.84172, 8, 8, nan, 69877.11, nan, 6575.704, 4007.638, nan, nan, nan, nan, 6575.63, 1163.724, nan, nan, nan, 8, nan, 1.041705, nan, 9801, nan, 8015.201, 1.0, 87025, -0.009832669, 8015.201, nan, 9, 4007.564, 0.07385794, nan, 87025, 100, 2, 4, 8015.201, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 586.2731, nan, 26, 8015.201, nan, 12100.24, 8015.201, 8019.597, 9, 3129602.0, 12100.23, nan, 100, 99, nan, nan, 10920.05, 108521.9, nan, 3129602.0, 9801, nan, 100
t2d_q9_A_37, 1.258432, 322.1819, 100, 38612, 24.27167, 8, 8, nan, 71870.67, nan, 7477.033, 5355.11, nan, nan, nan, nan, 7476.959, 1255.583, nan, nan, nan, 8, nan, 1.051774, nan, 9801, nan, 10710.15, 1.0, 87025, -4.000505e-07, 10710.15, nan, 9, 5355.036, 0.0738516, nan, 87025, 100, 2, 4, 10710.15, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 605.7066, nan, 35, 10710.15, nan, 12921.16, 10710.15, 10714.88, 9, 3157705.0, 13314.43, nan, 100, 99, nan, nan, 10920.05, 145022.5, nan, 3157705.0, 9801, nan, 100
adder_trans_01, 23.64811, 0.02230234, 1802, 6387, 0.00927248, 8, 8, nan, 8.47042, nan, 0.4931436, 3.096092, nan, nan, nan, 6.94537e-310, 0.4916838, 0.01921084, nan, nan, nan, 8, nan, 23.64811, nan, 1814, nan, 7.192184, 0.6129032, 14588, -1.0, 7.192184, nan, 1335, 4.096092, 0.001459773, nan, 14588, 1802, 1, 2, 7.192184, nan, 6387, nan, 1814, nan, nan, 836.5486, nan, 0.1698469, nan, 93, 7.192184, nan, 14.95215, 7.192184, 7.192196, 3321, 40.45645, 14.95449, nan, 1802, 76, nan, nan, 1639209.0, 4926.92, nan, 40.45645, 1814, nan, 1802
viscoplastic1_C_7, 11.88606, 0.04237568, 3975, 35240, 0.09755345, 14, 14, 1.533664, 5512644.0, nan, 222328.8, 0.086854, nan, nan, nan, 0.1061774, 539685.5, 5512644.0, nan, nan, 1.533664, 7, nan, 11.88606, nan, 4326, nan, 0.09755345, 0.8203883, 61166, -303670.0, 0.1726711, nan, 37, 0.2530112, -0.1319987, nan, 61166, 3975, 2, 7, 0.3398652, nan, 21600, nan, 4326, nan, 1, 2154.625, nan, 0.04893067, nan, 206, 0.1061774, nan, 303670.0, 0.09755345, 539687.1, 7251, 183.3172, 1663090.0, nan, 3975, 1, 1.533664, nan, 10510390.0, 11.64659, nan, 183.3172, 4326, nan, 3975
viscoplastic1_C_6, 10.88606, 0.04237568, 3975, 35240, 0.04022889, 14, 14, 1.52902, 551264.4, nan, 22232.88, 0.09731598, nan, nan, nan, 0.1045304, 53967.18, 551264.2, nan, nan, 1.52902, 7, nan, 10.88606, nan, 4326, nan, 0.04022889, 0.9166667, 61166, -30366.98, 0.1726711, nan, 37, 0.1849333, 0.17266, nan, 61166, 3975, 2, 7, 0.2822493, nan, 21600, nan, 4326, nan, 1, 2154.625, nan, 0.04893067, nan, 72, 0.1045304, nan, 30367.02, 0.04022889, 53968.71, 7251, 183.3172, 166309.2, nan, 3975, 1, 1.52902, nan, 10510390.0, 8.87634, nan, 183.3172, 4326, nan, 3975
viscoplastic1_C_4, 8.886057, 0.04237568, 3975, 35240, 0.09755345, 14, 14, 1.525221, 5512.645, nan, 222.3288, 0.08978114, nan, nan, nan, 0.103303, 538.1584, 5501.943, nan, nan, 1.525221, 7, nan, 8.886057, nan, 4326, nan, 0.09755345, 1.0, 61166, -303.6474, 0.1726711, nan, 37, 0.08289796, 0.02134095, nan, 61166, 3975, 2, 7, 0.1726349, nan, 21600, nan, 4326, nan, 1, 2154.625, nan, 0.04893067, nan, 30, 0.103303, nan, 303.6926, 0.09755345, 539.6871, 7251, 183.3172, 1663.263, nan, 3975, 1, 1.525221, nan, 10510390.0, 71.63297, nan, 183.3172, 4326, nan, 3975
viscoplastic1_C_3, 7.886057, 0.04237568, 3975, 35240, 0.09755345, 14, 14, 1.526369, 551.282, nan, 22.23293, 0.09700397, nan, nan, nan, 0.09776138, 52.43949, 524.5409, nan, nan, 1.526369, 7, nan, 7.886057, nan, 4326, nan, 0.09755345, 1.0, 61166, -30.34437, 0.1726711, nan, 37, 0.07567044, 0.02133354, nan, 61166, 3975, 2, 7, 0.1726538, nan, 21600, nan, 4326, nan, 1, 2154.625, nan, 0.04893067, nan, 35, 0.09776138, nan, 30.38963, 0.09755345, 53.96899, 7251, 183.3172, 166.4818, nan, 3975, 1, 1.526369, nan, 10510390.0, 71.69448, nan, 183.3172, 4326, nan, 3975
viscoplastic1_C_2, 6.886057, 0.04237568, 3975, 35240, 0.09755345, 14, 14, 1.527391, 56.4135, nan, 2.223622, 0.09699714, nan, nan, nan, 0.09749162, 3.869169, 32.60224, nan, nan, 1.527391, 7, nan, 6.886057, nan, 4326, nan, 0.09755345, 1.0, 61166, -3.014072, 0.1726711, nan, 37, 0.07565847, 0.02133867, nan, 61166, 3975, 2, 7, 0.1726555, nan, 21600, nan, 4326, nan, 1, 2154.625, nan, 0.04893067, nan, 28, 0.09749162, nan, 3.059328, 0.09755345, 5.399668, 7251, 183.3172, 16.8037, nan, 3975, 1, 1.527391, nan, 10510390.0, 71.72423, nan, 183.3172, 4326, nan, 3975
d_dyn, 21.47061, 0.002384869, 86, 112, -0.001130565, 3, 3, 0.1489927, 124.5604, nan, 1.000045, 0.04010999, nan, nan, nan, -0.08311075, 112.7072, 124.556, nan, nan, nan, 5, nan, 21.47059, nan, 62, nan, 0.1979948, 0.4421053, 321, -167.828, 0.1979948, nan, 9, 0.1578849, 0.01362699, nan, 321, 77, 1, 2, 0.1979948, nan, 122, nan, 87, nan, nan, 39.09524, nan, 0.02110126, nan, 95, 0.1979948, nan, 167.828, 0.1979948, 112.9052, 126, 0.2074836, 79.72397, nan, 77, 43, 0.1489927, nan, 3075.885, 11.32913, nan, 0.2074836, 87, 0.01094245, 86
g7jac040sc, 17.11999, 2.385437, 11730, 59868, 0.8708744, 9, 9, 1242.604, 73930.48, 271.1717, 5110.488, 7.631353, nan, 97911, nan, 7.176519, 52935.8, 63929.6, nan, 0.1461573, 1242.604, 18, nan, 16.60789, 28423.3, 11790, nan, 1.0, 1.0, 114671, -55937.45, 31.9891, nan, 120, 7.441854, 15.03498, 52354.4, 114671, 11751, nan, 2, 15.07321, -16250770.0, 43013, nan, 11790, 52198.97, nan, 5351.887, nan, 2.726634, 27803.04, 66, 7.176519, 73820.01, 55937.45, 1.708013, 54178.43, 3374, 28124.3, 54326.47, nan, 11751, 4, 1242.604, nan, 78571050.0, 4.576068, nan, 20554.59, 11790, 271.1319, 11730
t2d_q9_A_30, 1.362062, 1763.144, 100, 38612, 19.67933, 8, 8, nan, 747139.0, nan, 115890.2, 121709.2, nan, nan, nan, nan, 20772.33, 27877.67, nan, nan, nan, 8, nan, 1.217124, nan, 9801, nan, 148300.5, 1.0, 87025, -524.0801, 148300.5, nan, 9, 26591.31, 95117.88, nan, 87025, 100, 2, 4, 148300.5, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 6935.031, nan, 37, 148300.5, nan, 237161.7, 148300.5, 148357.1, 9, 17280570.0, 236637.6, nan, 100, 99, nan, nan, 10920.05, 1.559123, nan, 17280570.0, 9801, nan, 100
SiH4, 7.989364, 15.68224, nan, 83431, 15.87378, 17, 17, 4.17276, 1172.211, 0.3613543, 6.645767, 16.49394, nan, nan, nan, 16.53436, 1.689461, 365.4511, nan, nan, 0.3613543, 26, nan, 7.989364, nan, 5041, nan, 15.88451, 1.0, 88472, 1.14953, 15.8908, 1, 187, 8.158712, 8.335228, nan, 88472, 2130, 2, 1, 24.65265, nan, nan, 43, 5041, nan, 1, 1011.535, nan, 0.3929671, nan, 40, 24.65265, nan, 26.7979, 15.88845, 26.18907, 1988, 79054.16, 26.7979, nan, 2130, 1, 4.17276, nan, 4447649.0, 2.957964, nan, 79054.16, 5041, nan, nan
c-46, 10.04766, 0.479883, nan, 57742, -1e-08, 4, 4, 7.915044e-312, 1270.051, nan, 120.5666, 503.9269, nan, nan, nan, nan, 120.5666, 451.9705, nan, nan, nan, 2, nan, 8.0, nan, 14913, nan, 0.4012727, 0.9784946, 72655, -2207.757, 1007.854, 1, 140, 503.9269, -9.683729e-09, nan, 72655, 14868, nan, 1, 1007.854, nan, nan, 8083, 14913, nan, nan, 11243.25, nan, 9.707441, nan, 93, 1007.854, nan, 2207.757, 0.4930235, 1007.854, 7038, 7156.495, 2096.167, nan, 14868, 1, nan, nan, 509968400.0, 1.04077e+11, nan, 7156.495, 14913, nan, nan
